id,full_name,matched_headlines,text,headlines_count
585,Diana Taurasi,"[10, 951, 999, 1007, 1008, 1110, 1239, 1241, 1269, 1383, 1409, 1432, 1465, 1520, 1646, 1707, 1739, 1745, 1809, 2341, 2469, 2479, 2480, 2481, 2562, 2667, 2688, 2748, 2772, 2777, 2778, 2796, 2805, 2807, 2809, 2845, 2940, 2983, 2984, 3334, 3641, 3756, 3758, 3761, 3768, 3949, 4042, 4059, 4101, 4393, 4394, 4824, 4848, 5050, 5283, 5312, 5313, 5322, 5359, 5395, 5578, 5590, 5935, 6134, 6135, 6408, 6463, 6659, 6661, 6664, 6692, 6707, 6708, 6709, 6710, 6711, 6712, 6713, 6714, 6715, 6716, 6717, 6718, 6719, 6720, 7020, 7059, 7064, 7071, 7114, 7142, 7192, 7197, 7235, 7258, 7260, 7266, 7370, 7373, 7374, 7382, 7393, 7492, 7517, 7604, 7607, 8162, 8163, 8339, 8349, 8380, 8398, 8423, 8445, 8450, 8473, 8520, 8549]","diana taurasi enjoys family vacations and halloween plans after wnba retirement  phoenix mercury are heading into new era without diana taurasi and brittney griner  diana taurasi says goodbye to one of the greatest careers in women’s basketball history  a look at some of the career accolades for diana taurasi  diana taurasi of the phoenix mercury retires after 20 wnba seasons, 3 titles and 6 olympic golds  diana taurasi still mulling over decision to retire or play another year  nneka ogwumike scores 17, storm spoil diana taurasi’s night with 89-70 win over mercury  diana taurasi closes out what could be final home game of her 20-year career  griner, taurasi deliver in clutch and mercury defeat sky 93-88  the taurasi-griner combo is working for one more deep wnba playoff run with phoenix mercury  brittney griner scores 22, diana taurasi adds 18 to help mercury beat dream 82-80  taurasi scores 23, cunningham records first career double-double as mercury beat sky 86-68  today in sports - phoenix mercury guard diana taurasi becomes 1st wnba player to reach 10,000 points  diana taurasi will have 2 courts named after her at phoenix mercury’s new practice facility  griner, taurasi each score 19 points and the mercury beat the liberty, 99-93  clark left off usa basketball national team roster, ap source says; taurasi makes sixth olympic team  phoenix takes on seattle following taurasi’s 31-point game  taurasi hits 7 3s, scores 31 to help mercury beat sparks 87-68, snapping a 4-game skid  copper and taurasi score 20 each and phoenix tops washington 83-80  diana taurasi interview: paige bueckers will be the best player in the wnba no offseason interviewed taurasi, who says $1 million is a benchmark goal for wnba salaries. diana taurasi and the challenge of saying goodbye and discovering what's next retirement hits athletes in different ways. some need to mourn. taurasi is experiencing this in her own unique way. without diana taurasi, the phoenix mercury turn their sights toward the future the new mercury show will be led by kahleah copper, satou sabally and alyssa thomas. diana taurasi says goodbye to the game she helped grow like so much of taurasi's career, she managed an exit that everyone saw coming but that still caught us all a bit surprised. mercury star diana taurasi announces retirement after iconic, 20-year wnba career with a flair for heroic plays and her trademark bun hairstyle, taurasi was voted by fans in 2021 as the wnba’s greatest of all time. the win record sets uconn's geno auriemma apart. but his players' legacies tell his greatness diana taurasi, maya moore, sue bird and more celebrated auriemma's milestone in storrs.  if this was it, then diana taurasi's swan song was uniquely hers taurasi may have played her last wnba game. if so, she left on her own terms. diana taurasi hints at retirement after finale: ‘if it is the last time, it felt like the first time’ taurasi played 18 minutes thursday as the mercury lost 89-70 to the storm, where she scored nine points, two assists and one rebound. for diana taurasi, one last olympic hurrah to cap a one-of-a-kind career diana taurasi will play her final olympic game sunday. she'll go out a legend, and a player who elevated usa basketball to new heights should diana taurasi be a team usa women's basketball starter? our experts debate a'ja wilson and co. likely will lead the u.s. to another gold. but can anyone beat the americans? tales of diana taurasi as an olympic rookie: fierce, funny, ‘off-the-wall loud’ as diana taurasi chases her sixth gold medal with team usa, we asked members of her first olympic team what she was like back in 2004. wnba all-star game grades: how did angel reese, caitlin clark, a'ja wilson perform? brittney griner and diana taurasi earned high marks for team usa playing in front of a hometown phoenix crowd. mercury naming courts after diana taurasi at new $100 million practice facility as the most accomplished and seasoned member of the phoenix mercury’s roster, diana taurasi has already built a legacy within the franchise and beyond. the mercury’s new $100 million facility will showcase the mark she’s made on the team as two practice courts will bear her name and feature “a one-of-a-kind taurasi-inspired logo,” the team announced friday. the 58,000-square-foot facility will open july 18 to kick off wnba all-star weekend in phoenix.
taurasi — a three-time wnba champion, 11-time all-star and the league’s all-time leading scorer — has... should usa olympic roster spots favor veterans like alex morgan and diana taurasi? team usa selected 42-year-old diana taurasi, but alex morgan won't appear in paris with the uswnt. good moves? or bad decisions? caitlin clark-diana taurasi matchup becomes second most-watched wnba game on espn the rookie versus the goat produced some viewership magic for the wnba.
last week’s much-anticipated meeting between caitlin clark and diana taurasi turned out to be a big ratings winner. the indiana fever’s 88-82 win over the phoenix mercury on june 30 averaged 1.9 million viewers, the second most-watched wnba game in the history of espn only behind the fever against the chicago sky on june 23 (which averaged 2.302 million viewers on espn and was the most-watched wnba game in 23 years). the fever-mercury game peaked at 2.7 million viewers. (wnba games airing on abc have naturally drawn... if anyone knows what caitlin clark is experiencing, it’s diana taurasi … to an extent sunday's win was big for the fever, but it also presented a before-and-after picture that was impossible to ignore.  caitlin clark left off u.s. olympic team; a'ja wilson, breanna stewart, diana taurasi headline roster seven of the 12 players have olympic five-on-five experience and two more have 3x3 experience, so there will be only three first-timers. 2024 wnba draft smashes record with 2.4 million viewers, a 307 percent increase over 2023 you tuned in for monday’s 2024 wnba draft.
boy, did you ever.
monday’s draft, featuring caitlin clark, angel reese, cameron brink and a ton of other star college basketball players, averaged a record 2.446 million viewers, a head-spinning 307 percent increase in viewership over last year.
the previous all-time viewership for a wnba draft came in 2004 for diana taurasi’s draft year. that drew 601,000 viewers. last year averaged 572,000 viewers on espn, which was up 42 percent over 2022 and the most-watched wnba draft since 2004.
what traditionally drives big viewership numbers for... diana taurasi, wnba's all-time leading scorer, retires after 20 seasons diana taurasi, the wnba's all-time leading scorer and one of the most decorated basketball players of all time, is retiring. wnba all-star diana taurasi to retire the wnba's all-time leading scorer, diana taurasi, is calling it a career after playing for 20 seasons. the 42-year-old played for the phoenix mercury and led the team to three championships. cbs sports hq analyst erica ayala discusses her legacy. wnba legend diana taurasi announces her retirement as lebron james leads the tributes in an exclusive interview with time's sean gregory, the 42-year-old opened up about her decision and reflected on her decorated career. diana taurasi 'reality is coming' quotes about caitlin clark resurface after usa olympic gold medal winner loses again to the wnba rookie what was initially believed to be sage advice from one of the greatest to ever play the game of women's basketball has taken on a tinge of redemption for caitlin clark and the indiana fever. dave portnoy reignites caitlin clark olympics row as he rips 'grandma' usa star diana taurasi, 42, for her display in loss to indiana fever the debate surrounding caitlin clark's omission from the olympics has been revived by dave portnoy after the indiana fever beat the phoenix mercury. the barstool sports founder was among the most outspoken critics of the decision by usa basketball to leave the wnba star off the roster for this summer's games. portnoy branded selectors 'dumb', 'braindead', and 'idiotic' over the controversial call and he doubled down on his criticism after indiana's win over phoenix....read caitlin clark breaks indiana's rookie assist record just 20 games into her debut season as fever beat diana taurasi and the mercury it's been only 20 games into the season and already, caitlin clark owns a franchise record for the indiana fever. caitlin clark shares a laugh with rival diana taurasi on court despite veteran's brutal 'reality' comments... as fans joke that 'finally a player likes' new superstar rookie it seems there's no bad blood between caitlin clark and veteran women's basketball star diana taurasi, who previously warned the rookie was in for a 'reality' check. diana taurasi issues blunt four-word response to caitlin clark question ahead of their first wnba showdown... after veteran's previous remarks phoenix mercury legend diana taurasi gave a blunt, four-word response when being asked about her first-time ever matchup against caitlin clark and the indiana fever on sunday. wnba veteran diana taurasi calls out 'sensitive' caitlin clark fans after backlash to 'reality' warning to no. 1 draft pick earlier this month, taurasi, who's set to enter her 20th wnba season with the phoenix mercury, warned clark that she would face her fair share of struggles on her and sue bird's talk show on espn. caitlin clark will face a 'transition period' in wnba, claims uconn legend diana taurasi, as retired star warns 'reality is coming' for iowa's two-time player of the year caitlin clark has dominated women's college basketball for four seasons, but she will find life harder in the wnba, according to diana taurasi. caitlin clark breaks another record as the iowa sensation surpasses diana taurasi for most women's career 3-pointers at march madness in championship rematch vs. lsu caitlin clark notched her latest record in iowa's elite 8 win vs. lsu, as the hawkeyes star passed diana taurasi for the most 3-pointers made in the women's ncaa tournament/ basketball titan diana taurasi retires after 20 seasons and six olympic golds diana taurasi is retiring after 20 seasons, ending one of the greatest careers in women’s basketball history follow diana taurasi's legendary wnba career in new doc —watch 'taurasi' for free the three-time wnba champion retired from professional basketball in february 2025. basketball legend goes scorched earth on wnba pay: 'the f--king janitor made more than me' taurasi’s self-titled docuseries premieres on thursday and prime video teased fans on wednesday with a clip from the series where taurasi details the struggle and grind of wnba salaries during... wnba legend admits she took an l on caitlin clark prediction: 'reality is coming to me now' after telling the world that “reality is coming” for caitlin clark when she was entering the wnba after her legendary collegiate career at iowa, the now-retired taurasi is walking back... diana taurasi's longtime coach tells the post what it was like to have 'front-row seat' to wnba icon's greatness diana taurasi, 42, is leaving the game of basketball on her own terms after 20 wnba seasons. the news of her retirement, which broke tuesday, shouldn’t have come as a... the 'petty, jealous' caitlin clark narrative started with my interview: wnba legend wnba legend sue bird said the narrative that fellow players are jealous of fever rookie caitlin clark started with her and diana taurasi's interview on ""sportscenter"" before the 2024 season. diana taurasi injury could open olympics path for caitlin clark an injury to one of team usa's stars leaves her status for the olympics uncertain. could caitlin clark end up as a replacement? diana taurasi praises caitlin clark after first battle in fever win mercury star diana taurasi heaped praised on caitlin clark, the fever's no. 1 pick in this year's wnba draft, after indiana's 88-82 win over phoenix on sunday. fever troll diana taurasi on social media over caitlin clark comments after win over mercury the fever didn't miss an opportunity to rub their comeback win over the mercury in star diana taurasi's face. wnba legend's blunt four-word response to caitlin clark question ahead of first showdown diana taurasi and caitlin clark will face off for the first time on sunday in phoenix, and the game should not be short of drama in a duel of old... liberty fall to mercury as eight-game win streak is snapped brittney griner and diana taurasi each scored 19 points to lead six phoenix players in double figures and the mercury beat the liberty 99-93. diana taurasi speaks out on caitlin clark olympics snub as backlash intensifies taurasi, likely playing in her last olympics at the age of 42, played on the 2004 team as a 22-year-old and noted the challenges it brought. wnba star calls out 'sensitive' fans over caitlin clark comments diana taurasi sent a message to ""new fans"" of the wnba after she raised doubts about the 2024 rookie class, which featured former iowa superstar caitlin clark, the indiana fever's... caitlin clark-diana taurasi rivalry is forming — and has 'a little edge': wnba commissioner what's better than stars coming into your league? rivalries forming once they enter. diana taurasi had classy message for sue bird at statue unveiling with storm sue bird became the first wnba player to receive a statue from the franchise they played for. diana taurasi was every wnba fan during shane gillis’s espys monologue the wnba legend did not look pleased. paige bueckers shows her true colors as diana taurasi's mini-me at espys for taurasi, this is a compliment. paige bueckers paid comical tribute to diana taurasi ahead of wings-mercury game the wings rookie had a funny homage to taurasi in tuesday's press conference. diana taurasi shares why paige bueckers will be the best player in the wnba definitely no uconn bias here. caitlin clark shared sweet message diana taurasi told her in middle of wnba game  clark loved this moment from her rookie season. diana taurasi roasted herself with perfect one-liner about comments to caitlin clark the newly retired wnba legend's got jokes. caitlin clark to join sue bird, diana taurasi as special guest on ncaa title broadcast it will be clark's second appearance on the 'the bird & taurasi show' alt-cast. diana taurasi candidly opens up about emotions surrounding retirement taurasi got honest when discussing how her retirement made her feel.  diana taurasi pulls off perfect burn on whoopi goldberg for mispronouncing her name diana taurasi show she’s still quick on her feet during appearance on the view. diana taurasi’s personality was as iconic as her play  from trash talk to clutch shots and everything in between, the three-time wnba champ knew how to play for the moment.  becky hammon recalls wanting to fight ‘maniac’ diana taurasi during playing days becky hammon shared a hilarious story about playing against diana taurasi.  caitlin clark had the perfect one-word reaction to diana taurasi's retirement that pretty much sums it up. sue bird explains what sets diana taurasi apart from other legends in wnba 'goat' debate taurasi will go down in history as one of the greatest to ever do it. diana taurasi had a simple response to her status in the goat debate taurasi said that she has the resume to be considered the best women's basketball player of all time. lebron james had the highest praise for diana taurasi after retirement ""she's a champion. she's a warrior,"" james said of the longtime wnba superstar.  wnba celebrates diana taurasi’s legendary career with brilliant highlight reel a fitting send-off for an icon of the game. geno auriemma salutes diana taurasi after wnba retirement announcement geno auriemma gave a classy statement after diana taurasi retired from the wnba.  wnba legend diana taurasi explains what she'll miss most in retirement the phoenix mercury great announced her retirement on tuesday. everything to know about diana taurasi’s retirement announcement and incredible career taurasi announced her retirement after a 20-year wnba career. diana taurasi once brutally roasted draymond green during 2016 olympics  in a story revealed alongside taurasi's retirement on tuesday, the all-time great savaged green with a one-liner during the rio olympics.  basketball world reacts to wnba great diana taurasi's retirement tributes poured in for taurasi after she announced her retirement.  phoenix mercury legend diana taurasi announces retirement taurasi is retiring after a 20-year professional career. lynx fans had classy gesture for diana taurasi in possible last moments of her career respect.  diana taurasi gives classy speech while mercury fans chant 'one more year' diana taurasi, showered with 'one more year' chants from phoenix mercury fans, gave a classy speech as retirement speculation continues.  phoenix mercury share special tribute video for diana taurasi amid retirement rumors could a women's basketbal icon say goodbye? diana taurasi addresses potential retirement as season winds down: 'the end is near'  diana taurasi addressed her potential retirement after the phoenix mercury's win over the sparks.  fans think mercury hinted at diana taurasi’s retirement in four-word social media post taurasi is currently in her 20th wnba season. diana taurasi had three words to describe a'ja wilson after historic performance  the all-time wnba great was in awe after wilson's 40-point double-double.   a spinning diana taurasi dropped breathtaking no-look dime to mercury teammate the 42-year-old veteran pulled off a vintage stunning pass to start the mercury's fast break. tina charles surpasses tina thompson to become wnba's no. 2 all-time leading scorer tina charles is now the wnba's no. 2 all-time leading scorer, trailing only diana taurasi. diana taurasi had perfect joke after getting benched in team usa’s gold medal win the olympian great didn't play a single minute in team usa's win over france on sunday.  diana taurasi makes definitive statement about her olympic future after paris games the all-time great had a major announcement ahead of the paris olympics. diana taurasi and the last of the big shorts the 42-year-old has always done what she wants on the court—and that includes never giving up the ’90s shorts.  diana taurasi addressed olympics future with hilarious one-liner  the basketball legend is looking to bring home her sixth gold medal in the paris games.  caitlin clark passes diana taurasi’s test in phoenix  the fever rookie delivered in her first game on taurasi’s turf, even (finally) drawing high praise from the mercury veteran.  fever subtly roast diana taurasi with two-word tweet after win over mercury this was perfect.  diana taurasi had classy quote about caitlin clark after mercury-fever game phoenix mercury star diana taurasi's quote about indiana fever rookie caitlin clark's impact on the wnba was pure class.  peter’s points: wnba best bets today (predictions, prop bets for diana taurasi, tina charles on friday) sports illustrated's peter dewey breaks down his favorite bets in the wnba for the action on friday, june 28. diana taurasi had blunt four-word message about facing caitlin clark for first time the mercury will host the fever on sunday at 3 p.m. et on espn.  kahleah copper thanks diana taurasi for classy move before mercury's game-winner the 41-year-old veteran played an unselfish role in phoenix's comeback win friday night. peter's points: wnba best bets today (predictions for diana taurasi, nneka ogwumike, sky-liberty) breaking down the best bets to place in the wnba on tuesday, june 4.  diana taurasi's friends call her 'sick in the head' as she returns for 20th season diana taurasi is back for more points and medals and games. diana taurasi calls wnba fans ‘sensitive,’ doubles down on critique of caitlin clark  the phoenix mercury star addressed the outrage over her recent comments on caitlin clark. diana taurasi retires from mercury after 20 seasons as wnba's all-time leading scorer diana taurasi is calling it a career. diana taurasi, perhaps the wnba's greatest player, always strived for more — on and off the court taurasi’s hall of fame-worthy accomplishments would require a list so long it would unfurl to the floor like an ancient scroll. and even that might not be enough for a 20-year career of consistent greatness. diana taurasi's potential last regular-season game had emotions, but not a retirement announcement ""if it is the last time, it felt like the first time."" is diana taurasi retiring? phoenix mercury hint at wnba legend's final home games is the mercury's promotion a clever marketing ploy or a sign of taurasi's upcoming retirement? dream's tina charles passes tina thompson for 2nd on all-time wnba scoring list she's got a long way to go to catch diana taurasi. 2024 paris olympics: diana taurasi isn't finished forging her legacy taurasi, who has a case as the greatest female player of all time, will become the first usa basketball star to appear in six olympics and any medal would make her the most decorated team-sport athlete in olympic history. breanna stewart passes diana taurasi as fastest wnba player to 5k points; liberty rally to extend best start in team history stewart's on a faster career scoring pace than the wnba's all-time leading scorer. it may be time to add caitlin clark to the olympic roster after all if diana taurasi can't return from injury this week, clark is the logical next woman up for team usa. phoenix mercury to name courts after diana taurasi at new $70 million practice facility the facility, which will be unveiled next week, will include two practice courts named for the 11-time all-star and mercury legend. usa basketball announces women's olympic roster: diana taurasi, brittney griner lead quest for 8th straight gold there's a lot of experience on this basketball team. diana taurasi says caitlin clark's game is 'going to translate' after predicting her early struggles the mercury star's comment that ""reality is coming"" for clark and other rookies took on a life of its own. diana taurasi’s trash-talking, in-your-face ways may be a bit of a shock to new wnba fans caitlin clark fans beware: you never know what the 20-year veteran might say … or do.",118
869,DeWanna Bonner,"[508, 626, 915, 1030, 1444, 1540, 1548, 1562, 1716, 1746, 1778, 1795, 1810, 2224, 2270, 2347, 2415, 2494, 2502, 2596, 2847, 3018, 3087, 3178, 3200, 3345, 3539, 4535, 4587, 4591, 4593, 5398, 5860, 5968, 5976, 5999, 6004, 6006, 6169, 6223, 6301, 6307, 6308, 6309, 6314, 6315, 6316, 6407, 6525, 6735, 6755, 7027, 7043, 7714, 7870, 7887, 7946, 7984, 7985, 7988, 8063, 8118, 8181]","dewanna bonner returns to phoenix: ‘the love and welcome was very much needed’  dewanna bonner rejoins phoenix mercury after signing as a free agent  wnba veteran dewanna bonner moves into 3rd on league’s career scoring list in debut with fever  dewanna bonner will join the indiana fever, ap source says  dewanna bonner scores 29, marina mabrey adds 17 as sun rout wings 109-91  new york visits connecticut following bonner’s 23-point performance  dewanna bonner hits career-high 7 3s, scores 23 as sun beat dream 80-67  dewanna bonner’s 24 points lift sun past lynx 78-73. napheesa collier leaves game with foot injury  engaged sun teammates alyssa thomas and dewanna bonner find work-life balance in the wnba  bonner has 18 points and 10 rebounds as the sun shut down the dream 69-50  connecticut starts season 6-0 for the first time and bonner reaches 7,000 career points  sun’s dewanna bonner scores 19, alyssa thomas ejected for foul on angel reese in 86-82 win over sky  bonner hits late free throws, scores 20 points to help sun beat lynx 83-82 in ot  mercury announce signing of 6-time all-star dewanna bonner: 'a true winner' bonner signed with the indiana fever this past offseason, but the team waived her on june 25 after nine games. indiana fever waive dewanna bonner, sign aari mcdonald for rest of season the fever looked at trade possibilities for bonner, a league source said tuesday, after she had no interest in returning to indiana. wnba's familiar faces in new places: assessing kelsey plum, dewanna bonner and more several impact players changed teams in the offseason. how are they fitting in with their new squads? caitlin clark, indiana fever embrace 'mama bear' dewanna bonner: 'i want to win for her' bonner's veteran presence is already a plus for clark as training camp begins. why dewanna bonner chose caitlin clark, indiana fever: 'i want to win another championship' bonner recognized she'll be marrying the twilight of her career with clark's unprecedented ascension in the sport. fever add 6-time all-star dewanna bonner in free agency: reports bonner, who averaged 15 points and 6 rebounds per game last season with the connecticut sun, will reunite with coach stephanie white. what will it take for the new york liberty to repeat as wnba champions? courtney vandersloot might be on the move. would dewanna bonner or alysha clark head to new york? sun bounce back with win over fever while foul trouble hinders caitlin clark again: 4 takeaways the connecticut sun are back to their winning ways.
after suffering their first regular-season loss to the new york liberty on saturday, the sun responded in dominant fashion monday night, routing the indiana fever 89-72. indiana had a brief lead at 7-5, but connecticut gained control with a dewanna bonner 3-pointer and didn’t trail for the final 37 minutes.
this was the third meeting of the year between the sun and the fever, and the young fever hoped they were closing the gap after turning a 21-point loss on opening night into a four-point defeat one week later. instead, the margin... they're wnba teammates and fiancées. this is their love story. their wnba team calls them ""the parents"" because dewanna bonner and alyssa thomas are not only teammates on the connecticut sun — they're getting married. caitlin clark's angry reunion with wnba star who walked out on indiana fever dewanna bonner, who demanded a trade away from clark and the fever after just nine games this season, came face-to-face with her former team and it was clear there was still bad blood. wnba journalist christine brennan recalls heated dewanna bonner confrontation over caitlin clark incident a journalist has recalled a heated confrontation with a wnba superstar after several months of the key details remaining private over a controversial action taken against phenom caitlin clark. caitlin clark's teammate dewanna bonner 'has no interest' in playing for indiana fever again and wants a trade so far this season, the indiana fever are yet to hit top form and are 6-7 before tuesday night's game against seattle storm - caitlin clark also missed two weeks injured. caitlin clark's new fever teammate makes her super bowl pick with sultry instagram selfie recent additions to the fever include three-time champion natasha howard, two-time champion dewanna bonner, two-time champion sydney colson, and sophie cunningham. dave portnoy fumes over controversial caitlin clark decision in fever playoff defeat sun forward dewanna bonner's foot ended up in clark's landing zone while defending a jumper. while the foul usually results in a flagrant penalty 1, officials did not blow the whistle on the play. wnba star confronted columnist after she asked teammate about caitlin clark incident dewanna bonner confronted usa today columnist christine brennan with the same message four times during last year’s wnba playoffs, according to a new book. liberty could use big cap space for in-season boost — but they likely won't do this the liberty may have the fourth-most cap space in the wnba this season, but don’t expect them to use any of it on dewanna bonner. fever's conundrum coming to head with veteran who has no interest in rejoining team dewanna bonner’s time with the fever will be remembered as short. the curious case of caitlin clark's missing all-star teammate the status of fever guard dewanna bonner is turning into a full-fledged mystery. sun limit caitlin clark to just 10 points as fever already lose 10th game dijonai carrington scored a season-high 22 points, dewanna bonner added 17 and the connecticut sun eased past the indiana fever 89-72 on monday night for their 11th straight win in... caitlin clark had sassy gesture for ex-teammate dewanna bonner in fever-mercury clark and bonner exchanged heated words during a timeout in tuesday's game. dewanna bonner stared down fever player who took her starting spot after making three the mercury player had something to say. sophie cunningham opens up about dewanna bonner exit, crowd boos cunningham clearly has love for bonner, but thinks the boos may just be par for the course. mercury coach had simple response to fever fans booing dewanna bonner dewanna bonner spent nine games with the fever this season before ultimately returning to the mercury. kahleah copper didn't appreciate fever crowd booing dewanna bonner in return copper had her teammate's back after bonner's return to indiana. dewanna bonner was vehemently booed by fever fans in her return to indiana the wnba legend spent just nine games with the fever this season. wnba power rankings: dewanna bonner fits right in with surging mercury phoenix is locked in ahead of the all-star break, while the fever are finding some momentum.  dewanna bonner expected to land with former team after fever exit the six-time all-star reportedly is headed back where it all began. dewanna bonner sends message to critics following short-lived stint with fever the 37-year-old veteran was waived by indiana on wednesday after appearing in just nine games. dewanna bonner releases statement after rocky fever tenure ends with release bonner put out a brief statement after a tense situation between her and the fever finally came to an end.  indiana fever make decision on dewanna bonner's future with team bonner's time with the fever is over just months after joining the franchise.  dewanna bonner shares special message during fever’s win over storm   the six-time all-star was not in seattle for tuesday night's win.  fever coach addresses team's reported split with dewanna bonner  stephanie white had a simple response to the recent report detailing bonner's desire to leave the fever. caitlin clark’s quote on dewanna bonner resurfaces after rumored split with fever bonner reportedly has 'no interest' in returning to play for the fever this year. dewanna bonner expected to part ways with fever after just nine games after just nine games, dewanna bonner could be looking for a move away from the indiana fever. sophie cunningham had jokes after getting shown up by teammate's stylish entrance cunningham joked about her outfit in comparison to dewanna bonner's.  mics caught caitlin clark with a sweet gesture to help teammate reach wnba history clark implored her teammates to help dewanna bonner move up the league's all-time scoring list. fever add former all-defensive team forward as franchise builds around caitlin clark the indiana fever are gearing up for a breakthrough season in 2025. the fever have already added dewanna bonner, a six-time all-star and two-time wnba champion, indiana fever to sign veteran star dewanna bonner and enter the title conversation the fever's made some big moves this offseason. caitlin clark, dewanna bonner tangle in heated moment early in fever-sun game 2 things are getting spicy in the opening minutes of game 2. sun’s dewanna bonner had funny reaction to shutting out caitlin clark for a half clark has struggled in her first taste of postseason action. wnba playoffs: phoenix mercury raise postseason standard as minnesota lynx face an offseason of uncertainty if there’s one thing dewanna bonner knows how to do, it’s win playoff games. and in her 94th career postseason appearance, bonner provided the spark the phoenix mercury needed to take game 4 over the minnesota lynx 86-81 and advance to the wnba finals. mercury star kahleah copper blasts fever fans for booing dewanna bonner in return to indiana fever fans weren't exactly welcoming toward a player who requested an exit after nine games. dewanna bonner says she has no regrets about 9-game fever tenure after landing with mercury bonner's short time with the fever ended after she started missing games due to ""personal reasons."" dewanna bonner signing with mercury after being waived by fever the veteran will return to phoenix, where she spent the first decade of her career and won two wnba championships. what led to the dewanna bonner-fever breakup, and what's next for the veteran and her old team? why did the indiana fever and dewanna bonner go through a ""contract divorce""? and what's next for the two as they go their separate ways. fever waive dewanna bonner after team failed to find trade partner for disgruntled veteran dewanna bonner played just nine games with the fever. fever veteran dewanna bonner reportedly wants out of indiana after benching, absence dewanna bonner hasn’t played since june 10 due to “personal reasons.” dewanna bonner often gets 'lost in the shuffle,' but she basked in her deserved moment as wnba's third all-time scorer dewanna bonner became the wnba's third all-time scorer in saturday's fever win over the sky. caitlin clark is firmly focused on reaching the next level, and the fever are attempting to do their part the fever added championship-tested veterans natasha howard, dewanna bonner and sydney colson to help support clark, who finally had an offseason to get stronger and work on her game. veteran all-star dewanna bonner signs with indiana fever in surprise free agency move after four years with the connecticut sun, bonner is rejoining coach stephanie white in indiana.",63
887,Sami Whitcomb,"[633, 634]",minnesota visits phoenix following whitcomb’s 36-point showing  sami whitcomb scores 36 and alyssa thomas has 16th triple-double in mercury’s win over wings ,2
